1,2,3,4,5,6,7,8,9,10
0.877358491,0.768867925,0.899038462,0.533653846,0.576923077,0.572115385,0.836538462,0.821428571,0.93989071,0.943502825
0.839622642,0.853773585,0.918269231,0.701923077,0.576923077,0.538461538,0.855769231,0.908163265,0.928961749,0.836158192
0.816037736,0.778301887,0.850961538,0.649038462,0.596153846,0.567307692,0.807692308,0.887755102,0.983606557,0.774011299
0.938679245,0.863207547,0.721153846,0.644230769,0.528846154,0.730769231,0.913461538,0.87244898,0.912568306,0.81920904
0.877358491,0.882075472,0.778846154,0.677884615,0.610576923,0.653846154,0.802884615,0.954081633,0.912568306,0.813559322
0.882075472,0.745283019,0.682692308,0.682692308,0.625,0.682692308,0.875,0.882653061,0.923497268,0.790960452
0.839622642,0.830188679,0.682692308,0.75,0.682692308,0.663461538,0.778846154,0.948979592,0.918032787,0.830508475
0.754716981,0.783018868,0.701923077,0.802884615,0.644230769,0.711538462,0.798076923,0.744897959,0.770491803,0.785310734
0.740566038,0.783018868,0.730769231,0.716346154,0.625,0.711538462,0.802884615,0.765306122,0.819672131,0.779661017
0.872641509,0.773584906,0.730769231,0.879807692,0.591346154,0.725961538,0.730769231,0.857142857,0.797814208,0.728813559
0.820754717,0.825471698,0.692307692,0.783653846,0.682692308,0.576923077,0.788461538,0.693877551,0.765027322,0.740112994
0.830188679,0.839622642,0.677884615,0.673076923,0.764423077,0.673076923,0.807692308,0.765306122,0.715846995,0.779661017
0.783018868,0.839622642,0.653846154,0.596153846,0.673076923,0.769230769,0.769230769,0.755102041,0.699453552,1
0.844339623,0.603773585,0.754807692,0.600961538,0.774038462,0.730769231,0.769230769,0.826530612,0.786885246,0.965317919
0.830188679,0.566037736,0.8125,0.644230769,0.581730769,0.572115385,0.533653846,0.775510204,0.950819672,0.797687861
0.70754717,0.556603774,0.831730769,0.596153846,0.629807692,0.591346154,0.759615385,0.795918367,1,0.797687861
0.698113208,0.603773585,0.721153846,0.668269231,0.620192308,0.653846154,0.846153846,0.887755102,0.882681564,0.832369942
0.688679245,0.533018868,0.793269231,0.668269231,0.615384615,0.673076923,0.889423077,0.704081633,0.972067039,0.809248555
0.702830189,0.79245283,0.721153846,0.557692308,0.509615385,0.807692308,0.855769231,0.755102041,0.893854749,0.89017341
0.674528302,0.726415094,0.644230769,0.721153846,0.649038462,0.855769231,0.850961538,0.658163265,0.977653631,0.809248555
0.632075472,0.646226415,0.576923077,0.668269231,0.615384615,0.764423077,0.769230769,0.673469388,0.893854749,0.867052023
0.641509434,0.650943396,0.610576923,0.721153846,0.634615385,0.971153846,0.798076923,0.744897959,0.776536313,0.849710983
0.603773585,0.70754717,0.706730769,0.586538462,0.75,0.75,0.769230769,0.704081633,0.877094972,0.89017341
0.5,0.669811321,0.769230769,0.682692308,0.653846154,0.822115385,0.899038462,0.734693878,0.782122905,0.786127168
0.528301887,0.731132075,0.625,0.625,0.649038462,0.769230769,0.822115385,0.653061224,0.860335196,1
0.570754717,0.778301887,0.735576923,0.567307692,0.625,0.75,0.8125,0.744897959,0.849162011,0.909090909
0.735849057,0.801886792,0.605769231,0.644230769,0.6875,0.774038462,0.778846154,0.739795918,0.94972067,0.878787879
0.735849057,0.58490566,0.620192308,0.639423077,0.625,0.850961538,0.769230769,0.806122449,0.910614525,0.836363636
0.754716981,0.75,0.673076923,0.745192308,0.629807692,0.6875,0.793269231,0.775510204,0.843575419,0.933333333
0.886792453,0.726415094,0.6875,0.701923077,0.644230769,0.668269231,0.653846154,0.933673469,0,0.963636364
0.933962264,0.929245283,0.711538462,0.701923077,0.673076923,0.711538462,0.836538462,0.734693878,0.770949721,0.945454545
0.79245283,0.95754717,0.653846154,0.677884615,0.701923077,0.730769231,0.798076923,0.862244898,0.69273743,0.981818182
0.816037736,0.95754717,0.764423077,0.721153846,0.927884615,0.75,0.475961538,0.744897959,0.782122905,1
