1,2,3,4,5,6,7,8,9,10
0.779661017,0.646087365,0.740280611,0.846092214,0.557515114,0.600801679,0.923049071,0.677767985,0.872399968,0.770853345
0.839524279,0.617774354,0.740280611,0.79799603,0.682565191,0.567134351,0.807622678,0.682577418,0.938751985,1
0.815924909,0.745182902,0.735470992,0.725851756,0.721042137,0.76913832,0.884573607,0.682577418,0.887711972,0.960435149
0.938641636,0.768777078,0.696994046,0.701803664,0.696994046,0.663326717,0.682577418,0.668149119,0.974479994,0.983043635
0.877283272,0.853716111,0.663326717,0.629659389,0.701803664,0.721042137,0.735481182,0.778766079,1,0.813479988
0.882003147,0.778214748,0.850901832,0.668136336,0.634469007,0.653707481,0.778766079,0.672958552,0.950799431,0.745654529
0.839524279,0.863153781,0.898998015,0.615230534,0.610420916,0.745090229,0.740290615,0.745100048,0.939865972,0.853044839
0.754566545,0.882029122,0.918236489,0.653707481,0.586372824,0.639278626,0.721052883,0.749909481,0.928932512,0.943478784
0.740412047,0.745182902,0.850901832,0.624849771,0.634469007,0.759519084,0.721052883,0.788384945,0.98359981,0.836088474
0.872567333,0.830121935,0.721042137,0.533467023,0.658517099,0.610420916,0.822050977,0.865335874,0.912532323,0.773915137
0.82065032,0.782933584,0.778757557,0.701803664,0.615230534,0.538276641,0.82686041,0.865335874,0.912532323,0.81913211
0.830089777,0.782933584,0.682565191,0.648897862,0.672945954,0.490180458,0.817241544,0.961524536,0.923465782,0.813479988
0.782892493,0.773495913,0.682565191,0.644088244,0.576753588,0.451707723,0.778766079,1,0.917999052,0.790871502
0.844248962,0.8254031,0.701803664,0.677755572,0.576753588,0.576769891,0.740290615,0.857087964,0.770397347,0.830436353
0.830089777,0.839559605,0.730661374,0.682565191,0.595992061,0.716243449,0.759528347,0.877503969,0.819597915,0.78521938
0.707376838,0.839559605,0.730661374,0.749899847,0.528657404,0.721052883,0.778766079,0.836671959,0.797730996,0.779567259
0.697945231,0.603617848,0.692184427,0.802805649,0.610420916,0.571960458,0.711434016,0.806047951,0.764930617,0.728698165
0.68850833,0.565867167,0.677755572,0.716232519,0.624849771,0.538294426,0.798003812,0.836671959,0.715730048,0.740002408
0.702669249,0.556429497,0.653707481,0.879759542,0.682565191,0.567151025,0.740290615,0.897919974,0.699329859,0.779567259
0.674352035,0.603617848,0.754709466,0.783567175,0.644088244,0.730671749,0.70181515,0.816255954,0.786797536,1
0.631880313,0.532835321,0.812424885,0.672945954,0.624849771,0.65372082,0.836479276,0.872399968,0.950799431,0.96530282
0.641331261,0.792371254,0.831663359,0.595992061,0.591182443,0.682577418,0.855717008,0.862191965,1,0.797599783
0.603576657,0.726307562,0.721042137,0.600801679,0.682565191,0.663339686,0.807622678,0.923439981,0.882632201,0.797599783
0.499762632,0.646087365,0.793186412,0.644088244,0.764328702,0.711434016,0.913430205,0.821359955,0.972055286,0.832296963
0.528116486,0.6508062,0.721042137,0.595992061,0.672945954,0.711434016,0.802813245,0.908127977,0.893810087,0.809165509
0.570586002,0.707432221,0.644088244,0.668136336,0.773947939,0.725862316,0.87495474,0.887711972,0.893810087,0.890125596
0.735745232,0.66968154,0.576753588,0.668136336,0.581563206,0.576769891,0.778766079,0.703967925,0.776442288,0.809165509
0.735745232,0.731026397,0.610420916,0.557515114,0.629659389,0.672958552,0.798003812,0.734591933,0.877043258,0.866994143
0.754620573,0.778214748,0.706613282,0.721042137,0.620040152,0.769147213,0.802813245,0.652927912,0.782031231,0.849645553
0.886747957,0.801808924,0.76913832,0.668136336,0.615230534,0.730671749,0.730671749,0.744799936,0.86027643,0.890125596
0.933936308,0.584742508,0.624849771,0.721042137,0.509418931,0.571960458,0.788384945,0.739695934,0.849098544,0.786034056
0.792371254,0.749901738,0.735470992,0.586372824,0.648897862,0.59119819,0.807622678,0.806047951,0.949699515,1
0.81596543,0.726307562,0.605611297,0.682565191,0.615230534,0.65372082,0.769147213,0.775423943,0.910576915,0.909049411
0.768777078,0.929217473,0.620040152,0.624849771,0.634469007,0.672958552,0.769147213,0.933647983,0.843509602,0.878732548
0.801808924,0.957530484,0.672945954,0.567134351,0.749899847,0.807622678,0.533484993,0.734591933,0.770853345,0.83628894
0.749901738,0.957530484,0.687374809,0.644088244,0.653707481,0.855717008,0.759528347,0.862191965,0.692608146,0.933302901
0.797090089,0.910342132,0.711422901,0.639278626,0.648897862,0.76433778,0.846098142,0.744799936,0.782031231,0.963619764
